area,ID,Longitude,Latitude,Slope_mean,Elevation_,ECO_NAME,G200_REGIO,_antropiza
99926101.3,6842,-45.354119,-21.589455,16.34071106,933.092827,Alto Parana Atlantic forests,Atlantic Forests,0.855464071
99926101.3,6857,-46.176632,-21.886266,17.2417465,1213.552523,Alto Parana Atlantic forests,Atlantic Forests,0.820673539
99926101.3,6872,-46.047019,-22.200057,25.55340652,978.1142579,Alto Parana Atlantic forests,Atlantic Forests,0.822872376
99926101.3,6875,-45.857842,-22.185274,14.5884213,858.0524489,Alto Parana Atlantic forests,Atlantic Forests,0.876705164
99926101.3,6896,-45.527056,-22.575306,37.84878823,1272.145367,Alto Parana Atlantic forests,Atlantic Forests,0.590978116
99926101.3,6902,-45.908811,-21.726586,20.62340035,885.2274399,Alto Parana Atlantic forests,Atlantic Forests,0.846401093
99926101.3,6905,-45.868065,-22.093554,18.94924227,891.5424368,Alto Parana Atlantic forests,Atlantic Forests,0.817753107
99926101.3,6917,-46.038284,-21.412744,9.93925239,794.4495047,Alto Parana Atlantic forests,Atlantic Forests,0.671250443
99926101.3,6941,-46.762186,-21.745435,23.06165388,1091.562562,Alto Parana Atlantic forests,Atlantic Forests,0.811053182
99926101.3,6956,-46.720548,-21.233391,16.80683752,939.7242437,Alto Parana Atlantic forests,Atlantic Forests,0.868266757
99926101.3,6979,-45.651989,-21.474717,15.87478746,807.5539965,Alto Parana Atlantic forests,Atlantic Forests,0.752613064
99926101.3,6980,-46.386092,-22.595939,24.3806771,1195.588326,Alto Parana Atlantic forests,Atlantic Forests,0.839252873
99926101.3,6985,-46.316012,-22.359458,24.72769923,1009.383755,Alto Parana Atlantic forests,Atlantic Forests,0.837094529
99926101.3,6988,-46.097314,-21.741322,28.14021081,1084.668196,Alto Parana Atlantic forests,Atlantic Forests,0.761249557
99926101.3,6993,-46.701447,-21.41708,16.6742276,903.1566369,Alto Parana Atlantic forests,Atlantic Forests,0.787068907
99926101.3,7013,-45.548029,-22.391958,20.58810708,889.588793,Alto Parana Atlantic forests,Atlantic Forests,0.899825055
99926101.3,7035,-44.856483,-21.779552,17.48339894,1073.623599,Alto Parana Atlantic forests,Atlantic Forests,0.837797481
99926101.3,7046,-46.704667,-22.296107,22.22877399,789.882035,Alto Parana Atlantic forests,Atlantic Forests,0.686460768
99926101.3,7054,-46.851753,-21.798283,16.4924664,890.7318598,Alto Parana Atlantic forests,Atlantic Forests,0.917890616
99926101.3,7065,-45.02334,-21.978779,22.99648597,965.7864375,Alto Parana Atlantic forests,Atlantic Forests,0.82212155
99926101.3,7071,-45.505631,-21.092384,10.84189431,819.6375454,Alto Parana Atlantic forests,Atlantic Forests,0.807029088
99926101.3,7081,-46.711004,-21.325241,13.40416816,875.9633943,Alto Parana Atlantic forests,Atlantic Forests,0.859325437
99926101.3,7117,-46.804158,-22.257198,15.02630519,758.8496268,Alto Parana Atlantic forests,Atlantic Forests,0.774743538
99926101.3,7141,-46.495715,-22.465489,20.22117065,858.2972503,Alto Parana Atlantic forests,Atlantic Forests,0.878233678
99926101.3,7147,-45.358625,-22.376654,37.3655266,1178.080551,Alto Parana Atlantic forests,Atlantic Forests,0.628821108
99926101.3,7157,-46.542385,-21.127451,15.58551403,1097.163262,Alto Parana Atlantic forests,Atlantic Forests,0.86760984
99926101.3,7181,-44.988588,-21.466494,15.25204481,961.8398537,Alto Parana Atlantic forests,Atlantic Forests,0.741521563
99926101.3,7230,-44.557191,-21.892929,22.56601833,1075.721923,Alto Parana Atlantic forests,Atlantic Forests,0.709904924
99926101.3,7234,-46.266055,-21.939398,19.1361005,1154.725132,Alto Parana Atlantic forests,Atlantic Forests,0.879210711
99926101.3,7249,-46.226272,-22.306371,26.82279766,1010.783794,Alto Parana Atlantic forests,Atlantic Forests,0.849575664
99926101.3,7271,-46.236239,-22.21464,22.17109913,953.5887869,Alto Parana Atlantic forests,Atlantic Forests,0.831175076
99926101.3,7288,-46.63143,-21.180445,20.86020198,1071.51899,Alto Parana Atlantic forests,Atlantic Forests,0.782677285
99926101.3,7289,-45.176599,-21.4822,15.46246678,990.8818048,Alto Parana Atlantic forests,Atlantic Forests,0.834460999
99926101.3,7298,-46.147249,-21.282356,13.57446674,820.169566,Alto Parana Atlantic forests,Atlantic Forests,0.826020567
99926101.3,7300,-46.325918,-22.267726,21.80083485,967.7285912,Alto Parana Atlantic forests,Atlantic Forests,0.787273172
99926101.3,7305,-45.411467,-21.918193,22.89558701,1085.69486,Alto Parana Atlantic forests,Atlantic Forests,0.771023149
99926101.3,7310,-45.888467,-21.910088,19.74624539,924.4640509,Alto Parana Atlantic forests,Atlantic Forests,0.833133679
99926101.3,7319,-45.600196,-21.933448,17.08700831,893.3225581,Alto Parana Atlantic forests,Atlantic Forests,0.837604819
99926101.3,7340,-46.374284,-20.929455,18.37353585,929.0580057,Alto Parana Atlantic forests,Atlantic Forests,0.800931355
99926101.3,7348,-46.534771,-22.098511,21.32686374,963.5144664,Alto Parana Atlantic forests,Atlantic Forests,0.836918742
99926101.3,7349,-45.417115,-21.038825,14.9933955,815.1878043,Alto Parana Atlantic forests,Atlantic Forests,0.679214085
99926101.3,7357,-46.078327,-21.045468,12.75166001,804.2069817,Alto Parana Atlantic forests,Atlantic Forests,0.536364173
99926101.3,7370,-46.385058,-21.717162,23.31913763,1037.007572,Alto Parana Atlantic forests,Atlantic Forests,0.795802155
99926101.3,7407,-46.485916,-22.557215,22.01149652,930.2912596,Alto Parana Atlantic forests,Atlantic Forests,0.860599312
99926101.3,7410,-45.400929,-22.009902,29.1819512,1098.091106,Alto Parana Atlantic forests,Atlantic Forests,0.783890262
99926101.3,7416,-45.098665,-21.336755,14.54653646,924.298679,Alto Parana Atlantic forests,Atlantic Forests,0.779676889
99926101.3,7433,-45.144541,-21.757381,13.837044,910.8284196,Alto Parana Atlantic forests,Atlantic Forests,0.85850712
99926101.3,7467,-45.827083,-22.460387,20.39917176,932.435745,Alto Parana Atlantic forests,Atlantic Forests,0.901102609
